"Nomor","Keterangan","Jumlah","Volume","Harga","Jenis Barang","Label"
"638","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"639","Samarinda Oven 500 x 4 x 30","2","0.12","570000","Papan","Cukup Laris"
"640","Samarinda Oven 300 x 4 x 25","12","0.36","279000","Papan","Cukup Laris"
"641","Samarinda Oven 400 x 5 x 15","10","0.3","273000","Balok","Sangat Laris"
"642","Samarinda Oven 500 x 5 x 15","6","0.225","360000","Balok","Sangat Laris"
"643","Meranti Oven  400 x 6 x 15","12","0.432","253800","Balok","Sangat Laris"
"644","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"645","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"646","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"647","Samarinda Oven 400 x 6 x 12","51","1.4688","250560","Balok","Sangat Laris"
"648","Merbau Basah 400 x 15 x 15","2","0.18","2250000","Balken","Kurang Laris"
"649","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"650","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"651","Samarinda Oven 400 x 6 x 12","2","0.0576","250560","Balok","Sangat Laris"
"652","Samarinda Oven 500 x 6 x 12","1","0.036","331200","Balok","Kurang Laris"
"653","Samarinda Oven 400 x 3 x 20","1","0.024","220800","Papan","Kurang Laris"
"654","Samarinda Oven 450 x 6 x 15","2","0.081","372600","Balok","Cukup Laris"
"655","Samarinda Oven 400 x 6 x 15","23","0.828","313200","Balok","Sangat Laris"
"656","SO Merah 400 x 3 x 20","42","1.008","208800","Papan","Sangat Laris"
"657","Samarinda Oven 500 x 4 x 25","20","1","465000","Papan","Sangat Laris"
"658","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"659","Samarinda Oven 300 x 4 x 25","5","0.15","279000","Papan","Cukup Laris"
"660","Samarinda Oven 500 x 6 x 12","5","0.18","331200","Balok","Kurang Laris"
"661","Samarinda Oven 450 x 6 x 15","21","0.8505","372600","Balok","Cukup Laris"
"662","Merbau Oven 400 x 4 x 20","1","0.032","761600","Papan","Kurang Laris"
"663","Merbau Basah 140 x 6 x 15","5","0.063","254520","Balok","Kurang Laris"
"664","Meranti Oven  400 x 4 x 25","2","0.08","312000","Papan","Cukup Laris"
"665","Samarinda Oven 400 x 3 x 30","8","0.288","351000","Papan","Sangat Laris"
"666","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"667","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"668","Samarinda Oven 400 x 3 x 30","5","0.18","342000","Papan","Sangat Laris"
"669","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"670","Samarinda Oven 500 x 6 x 12","2","0.072","331200","Balok","Kurang Laris"
"671","Samarinda Oven 300 x 6 x 15","1","0.027","234900","Balok","Sangat Laris"
"672","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"673","Samarinda Oven 450 x 6 x 15","1","0.0405","372600","Balok","Cukup Laris"
"674","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"675","Merbau Oven 500 x 6 x 17","11","0.561","1193400","Balok","Kurang Laris"
"676","Merbau Oven 250 x 6 x 17","23","0.5865","582675","Balok","Cukup Laris"
"677","Samarinda Oven 400 x 3 x 25","2","0.06","279000","Papan","Sangat Laris"
"678","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"679","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"680","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"681","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"682","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"683","Merbau Basah 100 x 6 x 15","1","0.009","181800","Balok","Cukup Laris"
"684","Merbau Basah 280 x 6 x 15","2","0.0504","544320","Balok","Kurang Laris"
"685","Merbau Basah 90 x 6 x 15","1","0.0081","163620","Balok","Cukup Laris"
"686","Samarinda Oven 400 x 3 x 25","6","0.18","279000","Papan","Sangat Laris"
"687","Samarinda Oven 400 x 4 x 20","6","0.192","294400","Papan","Sangat Laris"
"688","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"689","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"690","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"691","Samarinda Oven 500 x 6 x 12","2","0.072","331200","Balok","Kurang Laris"
"692","Merbau Oven 500 x 6 x 15","3","0.135","1017000","Balok","Cukup Laris"
"693","Merbau Basah 180 x 6 x 15","1","0.0162","327240","Balok","Cukup Laris"
"694","Samarinda Oven 300 x 6 x 15","11","0.297","234900","Balok","Sangat Laris"
"695","Merbau Basah 100 x 6 x 15","3","0.027","181800","Balok","Cukup Laris"
"696","Merbau Basah 120 x 6 x 15","2","0.0216","218160","Balok","Kurang Laris"
"697","Merbau Basah 150 x 6 x 15","12","0.162","272700","Balok","Cukup Laris"
"698","Merbau Basah 160 x 6 x 15","1","0.0144","290880","Balok","Kurang Laris"
"699","Merbau Basah 230 x 6 x 15","4","0.0828","447120","Balok","Cukup Laris"
"700","Merbau Basah 240 x 6 x 15","9","0.1944","466560","Balok","Kurang Laris"
"701","Merbau Basah 90 x 6 x 15","2","0.0162","163620","Balok","Cukup Laris"
"702","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"703","Samarinda Oven 400 x 6 x 15","3","0.108","313200","Balok","Sangat Laris"
"704","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"705","Samarinda Oven 400 x 6 x 15","3","0.108","313200","Balok","Sangat Laris"
"706","Merbau Oven 300 x 6 x 15","5","0.135","594000","Balok","Cukup Laris"
"707","Merbau Oven 300 x 6 x 17","6","0.1836","691560","Balok","Kurang Laris"
"708","Merbau Oven 400 x 6 x 17","3","0.1224","922080","Balok","Kurang Laris"
"709","Merbau Oven 250 x 6 x 17","2","0.051","576300","Balok","Cukup Laris"
"710","Samarinda Oven 400 x 6 x 12","4","0.1152","250560","Balok","Sangat Laris"
"711","Samarinda Oven 400 x 6 x 15","2","0.072","313200","Balok","Sangat Laris"
"712","Merbau Oven 500 x 6 x 17","1","0.051","1178100","Balok","Kurang Laris"
"713","Merbau Basah 250 x 6 x 15","1","0.0225","499500","Balok","Cukup Laris"
"714","Samarinda Oven 250 x 6 x 15","2","0.045","207000","Balok","Sangat Laris"
"715","Samarinda Oven 400 x 5 x 25","1","0.05","475000","Balken","Cukup Laris"
"716","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"717","Samarinda Oven 450 x 6 x 15","8","0.324","372600","Balok","Cukup Laris"
"718","Samarinda Oven 500 x 5 x 30","5","0.375","727500","Balken","Kurang Laris"
"719","Merbau Basah 400 x 5 x 7","6","0.084","309400","Kaso","Kurang Laris"
"720","Merbau Basah 400 x 5 x 7","5","0.07","309400","Kaso","Kurang Laris"
"721","Merbau Basah 180 x 6 x 15","1","0.0162","327240","Balok","Cukup Laris"
"722","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"723","Merbau Oven 400 x 6 x 12","20","0.576","636480","Balok","Cukup Laris"
"724","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"725","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"726","Samarinda Oven 500 x 4 x 20","1","0.04","368000","Papan","Sangat Laris"
"727","Samarinda Oven 500 x 4 x 30","1","0.06","570000","Papan","Cukup Laris"
"728","Merbau Oven 400 x 5 x 20","4","0.16","960000","Balken","Kurang Laris"
"729","Merbau Oven 500 x 5 x 25","6","0.375","1531250","Balken","Kurang Laris"
"730","Samarinda Oven 400 x 4 x 20","6","0.192","294400","Papan","Sangat Laris"
"731","Samarinda Oven 250 x 6 x 15","22","0.495","207000","Balok","Sangat Laris"
"732","Samarinda Oven 300 x 6 x 15","8","0.216","234900","Balok","Sangat Laris"
"733","SO Merah 400 x 6 x 15","19","0.684","295200","Balok","Kurang Laris"
"734","Samarinda Oven 400 x 3 x 30","17","0.612","342000","Papan","Sangat Laris"
"735","Samarinda Oven 500 x 6 x 12","1","0.036","331200","Balok","Kurang Laris"
"736","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"737","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"738","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"739","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"740","Samarinda Oven 500 x 6 x 15","2","0.09","414000","Balok","Cukup Laris"
"741","Samarinda Oven 250 x 4 x 25","18","0.45","232500","Papan","Cukup Laris"
"742","Samarinda Oven 250 x 6 x 15","9","0.2025","207000","Balok","Sangat Laris"
"743","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"744","Samarinda Oven 400 x 5 x 15","7","0.21","273000","Balok","Sangat Laris"
"745","Samarinda Oven 400 x 5 x 20","1","0.04","380000","Balken","Kurang Laris"
"746","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"747","Samarinda Oven 500 x 5 x 15","3","0.1125","360000","Balok","Sangat Laris"
"748","Samarinda Oven 500 x 6 x 12","1","0.036","331200","Balok","Kurang Laris"
"749","Merbau Oven 500 x 6 x 15","1","0.045","1017000","Balok","Cukup Laris"
"750","Merbau Oven 300 x 4 x 25","1","0.03","717000","Papan","Kurang Laris"
"751","Merbau Oven 400 x 4 x 25","2","0.08","956000","Papan","Cukup Laris"
"752","Merbau Oven 400 x 4 x 30","4","0.192","1171200","Papan","Kurang Laris"
"753","Merbau Oven 400 x 4 x 35","4","0.224","1388800","Papan","Kurang Laris"
"754","Merbau Oven 400 x 6 x 12","4","0.1152","636480","Balok","Cukup Laris"
"755","Merbau Oven 500 x 4 x 20","4","0.16","972000","Papan","Kurang Laris"
"756","Samarinda Oven 500 x 4 x 20","1","0.04","368000","Papan","Sangat Laris"
"757","Samarinda Oven 500 x 4 x 25","2","0.1","465000","Papan","Sangat Laris"
"758","Samarinda Oven 500 x 6 x 17","2","0.102","489600","Balok","Cukup Laris"
"759","Merbau Basah 90 x 6 x 15","2","0.0162","163620","Balok","Cukup Laris"
"760","Samarinda Oven 400 x 3 x 20","1","0.024","220800","Papan","Kurang Laris"
"761","Samarinda Oven 400 x 3 x 25","3","0.09","279000","Papan","Sangat Laris"
"762","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"763","Samarinda Oven 400 x 8 x 15","3","0.144","436800","Balken","Kurang Laris"
"764","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"765","Samarinda Oven 500 x 8 x 15","4","0.24","576000","Balken","Kurang Laris"
"766","Samarinda Oven 400 x 6 x 12","3","0.0864","250560","Balok","Sangat Laris"
"767","Merbau Oven 500 x 3 x 20","10","0.3","729000","Papan","Kurang Laris"
"768","Samarinda Oven 500 x 3 x 30","3","0.135","427500","Papan","Kurang Laris"
"769","SB Basah 400 x 5 x 7","5","0.07","116200","Kaso","Cukup Laris"
"770","Samarinda Oven 250 x 4 x 25","10","0.25","232500","Papan","Cukup Laris"
"771","Samarinda Oven 400 x 5 x 15","3","0.09","273000","Balok","Sangat Laris"
"772","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"773","Samarinda Oven 500 x 4 x 30","2","0.12","570000","Papan","Cukup Laris"
"774","Samarinda Oven 250 x 6 x 15","4","0.09","207000","Balok","Sangat Laris"
"775","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"776","Samarinda Oven 400 x 6 x 12","14","0.4032","250560","Balok","Sangat Laris"
"777","Samarinda Oven 400 x 6 x 15","43","1.548","313200","Balok","Sangat Laris"
"778","Samarinda Oven 250 x 6 x 15","6","0.135","207000","Balok","Sangat Laris"
"779","Samarinda Oven 400 x 3 x 30","4","0.144","342000","Papan","Sangat Laris"
"780","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"781","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"782","SB Basah 400 x 15 x 15","3","0.27","1080000","Balken","Kurang Laris"
"783","Samarinda Oven 400 x 8 x 12","7","0.2688","349440","Balken","Cukup Laris"
"784","Merbau Oven 300 x 4 x 25","4","0.12","717000","Papan","Kurang Laris"
"785","Merbau Basah 250 x 6 x 15","3","0.0675","499500","Balok","Cukup Laris"
"786","Merbau Basah 400 x 4 x 6","1","0.0096","212160","Papan","Kurang Laris"
"787","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"788","Samarinda Oven 400 x 6 x 15","29","1.044","313200","Balok","Sangat Laris"
"789","SB Basah 400 x 5 x 7","15","0.21","116200","Kaso","Cukup Laris"
"790","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"791","Samarinda Oven 400 x 3 x 30","8","0.288","342000","Papan","Sangat Laris"
"792","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"793","Meranti Oven  400 x 4 x 25","2","0.08","312000","Papan","Cukup Laris"
"794","Meranti Oven  400 x 3 x 25","4","0.12","234000","Papan","Kurang Laris"
"795","SO Merah 400 x 3 x 20","81","1.944","208800","Papan","Sangat Laris"
"796","SO Merah 400 x 3 x 25","13","0.39","264000","Papan","Kurang Laris"
"797","Samarinda Oven 500 x 4 x 25","40","2","465000","Papan","Sangat Laris"
"798","Merbau Basah 150 x 6 x 15","4","0.054","259200","Balok","Cukup Laris"
"799","Merbau Basah 170 x 6 x 15","3","0.0459","293760","Balok","Kurang Laris"
"800","Samarinda Oven 250 x 6 x 15","1","0.0225","207000","Balok","Sangat Laris"
"801","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"802","Samarinda Oven 500 x 6 x 15","2","0.09","414000","Balok","Cukup Laris"
"803","Samarinda Oven 250 x 4 x 25","10","0.25","232500","Papan","Cukup Laris"
"804","Samarinda Oven 500 x 5 x 15","5","0.1875","360000","Balok","Sangat Laris"
"805","Merbau Oven 400 x 3 x 30","1","0.036","842400","Papan","Cukup Laris"
"806","Merbau Oven 400 x 3 x 35","1","0.042","999600","Papan","Kurang Laris"
"807","Merbau Oven 400 x 4 x 30","2","0.096","1123200","Papan","Kurang Laris"
"808","Merbau Basah 190 x 6 x 15","1","0.0171","352260","Balok","Kurang Laris"
"809","Merbau Basah 250 x 6 x 15","12","0.27","477000","Balok","Cukup Laris"
"810","Merbau Basah 100 x 6 x 15","4","0.036","172800","Balok","Cukup Laris"
"811","Merbau Basah 160 x 6 x 15","1","0.0144","276480","Balok","Kurang Laris"
"812","SB Basah 400 x 3 x 4","30","0.144","41760","Papan","Sangat Laris"
"813","SB Basah 400 x 5 x 7","10","0.14","116200","Kaso","Cukup Laris"
"814","Samarinda Oven 400 x 6 x 12","6","0.1728","250560","Balok","Sangat Laris"
"815","Samarinda Oven 400 x 8 x 12","8","0.3072","349440","Balken","Cukup Laris"
"816","Samarinda Oven 500 x 6 x 15","1","0.045","414000","Balok","Cukup Laris"
"817","Samarinda Oven 400 x 6 x 17","1","0.0408","371280","Balok","Cukup Laris"
"818","Samarinda Oven 500 x 6 x 17","1","0.051","489600","Balok","Cukup Laris"
"819","Samarinda Oven 400 x 6 x 12","4","0.1152","250560","Balok","Sangat Laris"
"820","SO Merah 400 x 3 x 20","5","0.12","208800","Papan","Sangat Laris"
"821","Samarinda Oven 450 x 4 x 20","3","0.108","331200","Papan","Kurang Laris"
"822","Samarinda Oven 450 x 4 x 30","1","0.054","513000","Papan","Kurang Laris"
"823","Samarinda Oven 250 x 4 x 25","1","0.025","232500","Papan","Cukup Laris"
"824","Samarinda Oven 300 x 4 x 25","1","0.03","279000","Papan","Cukup Laris"
"825","Samarinda Oven 400 x 3 x 25","3","0.09","279000","Papan","Sangat Laris"
"826","Samarinda Oven 400 x 6 x 12","6","0.1728","250560","Balok","Sangat Laris"
"827","Samarinda Oven 400 x 8 x 12","1","0.0384","349440","Balken","Cukup Laris"
"828","Samarinda Oven 400 x 6 x 12","2","0.0576","250560","Balok","Sangat Laris"
"829","Samarinda Oven 400 x 8 x 15","2","0.096","436800","Balken","Kurang Laris"
"830","SB Basah 400 x 3 x 4","20","0.096","41760","Papan","Sangat Laris"
"831","SB Basah 400 x 5 x 7","25","0.35","116200","Kaso","Cukup Laris"
"832","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"833","SO Merah 400 x 3 x 20","2","0.048","208800","Papan","Sangat Laris"
"834","Samarinda Oven 400 x 4 x 25","13","0.52","372000","Papan","Sangat Laris"
"835","Samarinda Oven 400 x 6 x 15","13","0.468","313200","Balok","Sangat Laris"
"836","Merbau Basah 400 x 2 x 25","3","0.06","500000","Papan","Kurang Laris"
"837","Samarinda Oven 500 x 4 x 30","2","0.12","570000","Papan","Cukup Laris"
"838","Merbau Oven 300 x 4 x 20","1","0.024","547200","Papan","Kurang Laris"
"839","Merbau Oven 260 x 4 x 20","2","0.0416","474240","Papan","Kurang Laris"
"840","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"841","Samarinda Oven 400 x 6 x 15","10","0.36","313200","Balok","Sangat Laris"
"842","Samarinda Oven 400 x 4 x 20","3","0.096","294400","Papan","Sangat Laris"
"843","Samarinda Oven 400 x 6 x 15","2","0.072","313200","Balok","Sangat Laris"
"844","Samarinda Oven 400 x 3 x 30","6","0.216","342000","Papan","Sangat Laris"
"845","Samarinda Oven 300 x 4 x 25","7","0.21","279000","Papan","Cukup Laris"
"846","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"847","Samarinda Oven 400 x 6 x 12","4","0.1152","250560","Balok","Sangat Laris"
"848","Samarinda Oven 500 x 6 x 12","1","0.036","331200","Balok","Kurang Laris"
"849","Merbau Oven 400 x 5 x 15","15","0.45","648000","Balok","Kurang Laris"
"850","Merbau Oven 500 x 5 x 15","27","1.0125","828750","Balok","Cukup Laris"
"851","Merbau Basah 300 x 5 x 15","1","0.0225","477000","Balok","Kurang Laris"
"852","Merbau Basah 300 x 6 x 15","15","0.405","556200","Balok","Kurang Laris"
"853","Merbau Basah 350 x 5 x 15","4","0.105","555440","Balok","Kurang Laris"
"854","Samarinda Oven 400 x 5 x 15","4","0.12","273000","Balok","Sangat Laris"
"855","Samarinda Oven 400 x 5 x 25","1","0.05","475000","Balken","Cukup Laris"
"856","Merbau Basah 400 x 3 x 25","2","0.06","675000","Papan","Kurang Laris"
"857","Merbau Basah 400 x 4 x 25","2","0.08","900000","Papan","Kurang Laris"
"858","SO Merah 400 x 3 x 20","5","0.12","208800","Papan","Sangat Laris"
"859","Samarinda Oven 400 x 6 x 12","3","0.0864","250560","Balok","Sangat Laris"
"860","Samarinda Oven 500 x 6 x 12","2","0.072","331200","Balok","Kurang Laris"
"861","Merbau Basah 300 x 6 x 15","10","0.27","556200","Balok","Kurang Laris"
"862","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"863","Samarinda Oven 400 x 6 x 12","4","0.1152","250560","Balok","Sangat Laris"
"864","Merbau Oven 400 x 4 x 12","6","0.1152","424320","Papan","Kurang Laris"
"865","Merbau Basah 150 x 6 x 15","1","0.0135","259200","Balok","Cukup Laris"
"866","Merbau Basah 240 x 6 x 15","6","0.1296","444960","Balok","Kurang Laris"
"867","Merbau Basah 90 x 6 x 15","3","0.0243","155520","Balok","Cukup Laris"
"868","Merbau Oven 500 x 5 x 20","3","0.15","1175000","Balken","Kurang Laris"
"869","Meranti Oven  400 x 6 x 12 ","30","0.864","203040","Balok","Cukup Laris"
"870","Meranti Oven 400 x 3 x 30","4","0.144","307800","Papan","Kurang Laris"
"871","Meranti Oven  400 x 4 x 25","15","0.6","322000","Papan","Cukup Laris"
"872","Meranti Oven  400 x 3 x 25","6","0.18","241500","Papan","Kurang Laris"
"873","Meranti Oven  400 x 6 x 15","30","1.08","253800","Balok","Sangat Laris"
"874","Merbau Oven 300 x 6 x 17","1","0.0306","660960","Balok","Kurang Laris"
"875","Merbau Oven 400 x 6 x 17","2","0.0816","881280","Balok","Kurang Laris"
"876","Merbau Oven 250 x 6 x 17","3","0.0765","550800","Balok","Cukup Laris"
"877","Merbau Basah 220 x 6 x 17","4","0.0898","474880","Balok","Kurang Laris"
"878","SO Merah 400 x 3 x 20","25","0.6","208800","Papan","Sangat Laris"
"879","Samarinda Oven 400 x 8 x 12","19","0.7296","349440","Balken","Cukup Laris"
"880","Samarinda Oven 400 x 6 x 15","10","0.36","313200","Balok","Sangat Laris"
"881","SB Basah 400 x 3 x 4","20","0.096","41760","Papan","Sangat Laris"
"882","Merbau Oven 250 x 4 x 25","4","0.1","572500","Papan","Cukup Laris"
"883","Merbau Oven 300 x 4 x 25","2","0.06","687000","Papan","Kurang Laris"
"884","Merbau Oven 450 x 3 x 25","2","0.0675","790920","Papan","Kurang Laris"
"885","Merbau Oven 500 x 3 x 35","2","0.105","1275750","Papan","Kurang Laris"
"886","Merbau Basah 100 x 6 x 15","2","0.018","172800","Balok","Cukup Laris"
"887","Merbau Basah 170 x 6 x 15","1","0.0153","293760","Balok","Kurang Laris"
"888","Merbau Basah 250 x 6 x 15","6","0.135","477000","Balok","Cukup Laris"
"889","Merbau Oven 400 x 3 x 20","1","0.024","553200","Papan","Kurang Laris"
"890","Merbau Oven 400 x 3 x 35","2","0.084","1010100","Papan","Kurang Laris"
"891","Merbau Oven 400 x 5 x 20","2","0.08","930000","Balken","Kurang Laris"
"892","Samarinda Oven 300 x 6 x 15","17","0.459","241650","Balok","Sangat Laris"
"893","Samarinda Oven 400 x 5 x 15","15","0.45","280500","Balok","Sangat Laris"
"894","Samarinda Oven 400 x 3 x 30","5","0.18","342000","Papan","Sangat Laris"
"895","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"896","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"897","Samarinda Oven 500 x 4 x 25","5","0.25","465000","Papan","Sangat Laris"
"898","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"899","Samarinda Oven 450 x 6 x 15","1","0.0405","372600","Balok","Cukup Laris"
"900","Samarinda Oven 300 x 4 x 25","5","0.15","279000","Papan","Cukup Laris"
"901","Samarinda Oven 400 x 4 x 25","18","0.72","372000","Papan","Sangat Laris"
"902","Samarinda Oven 400 x 5 x 15","2","0.06","273000","Balok","Sangat Laris"
"903","Samarinda Oven 500 x 4 x 25","9","0.45","465000","Papan","Sangat Laris"
"904","Samarinda Oven 500 x 5 x 15","1","0.0375","360000","Balok","Sangat Laris"
"905","SO Merah 400 x 3 x 20","10","0.24","208800","Papan","Sangat Laris"
"906","Samarinda Oven 500 x 4 x 25","2","0.1","465000","Papan","Sangat Laris"
"907","Samarinda Oven 250 x 6 x 15","1","0.0225","207000","Balok","Sangat Laris"
"908","Samarinda Oven 300 x 6 x 15","2","0.054","234900","Balok","Sangat Laris"
"909","Samarinda Oven 400 x 4 x 20","3","0.096","294400","Papan","Sangat Laris"
"910","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"911","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"912","Merbau Basah 100 x 6 x 15","1","0.009","172800","Balok","Cukup Laris"
"913","Merbau Oven 500 x 5 x 15","6","0.225","828750","Balok","Cukup Laris"
"914","Samarinda Oven 300 x 6 x 15","15","0.405","234900","Balok","Sangat Laris"
"915","Samarinda Oven 400 x 6 x 15","5","0.18","313200","Balok","Sangat Laris"
"916","Samarinda Oven 400 x 3 x 30","6","0.216","342000","Papan","Sangat Laris"
"917","Samarinda Oven 400 x 4 x 20","10","0.32","294400","Papan","Sangat Laris"
"918","Samarinda Oven 400 x 6 x 15","14","0.504","313200","Balok","Sangat Laris"
"919","Samarinda Oven 450 x 6 x 15","5","0.2025","372600","Balok","Cukup Laris"
"920","Samarinda Oven 500 x 4 x 30","5","0.3","570000","Papan","Cukup Laris"
"921","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"922","Samarinda Oven 400 x 3 x 30","8","0.288","342000","Papan","Sangat Laris"
"923","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"924","Samarinda Oven 400 x 6 x 12","10","0.288","250560","Balok","Sangat Laris"
"925","Samarinda Oven 500 x 4 x 20","1","0.04","368000","Papan","Sangat Laris"
"926","SO Merah 400 x 3 x 20","1","0.024","208800","Papan","Sangat Laris"
"927","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"928","Merbau Oven 500 x 5 x 15","8","0.3","828750","Balok","Cukup Laris"
"929","Merbau Basah 180 x 6 x 15","2","0.0324","311040","Balok","Cukup Laris"
"930","Merbau Basah 230 x 6 x 15","4","0.0828","426420","Balok","Cukup Laris"
"931","Merbau Oven 250 x 6 x 15","7","0.1575","486000","Balok","Sangat Laris"
"932","Meranti Oven  400 x 6 x 15","6","0.216","244800","Balok","Sangat Laris"
"933","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"934","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"935","Samarinda Oven 400 x 6 x 15","12","0.432","313200","Balok","Sangat Laris"
"936","SB Basah 400 x 3 x 4","30","0.144","41760","Papan","Sangat Laris"
"937","SB Basah 400 x 5 x 7","10","0.14","116200","Kaso","Cukup Laris"
"938","Samarinda Oven 500 x 6 x 15","14","0.63","414000","Balok","Cukup Laris"
"939","Samarinda Oven 400 x 4 x 20","3","0.096","294400","Papan","Sangat Laris"
"940","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"941","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"942","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"943","Samarinda Oven 400 x 6 x 15","20","0.72","313200","Balok","Sangat Laris"
"944","Samarinda Oven 400 x 6 x 12","3","0.0864","250560","Balok","Sangat Laris"
"945","Samarinda Oven 400 x 6 x 17","1","0.0408","371280","Balok","Cukup Laris"
"946","Merbau Basah 400 x 2 x 20","25","0.4","398400","Papan","Cukup Laris"
"947","Merbau Basah 450 x 2 x 20","30","0.54","448200","Papan","Kurang Laris"
"948","Samarinda Oven 400 x 5 x 15","6","0.18","273000","Balok","Sangat Laris"
"949","Merbau Basah 400 x 2 x 20","1","0.016","398400","Papan","Cukup Laris"
"950","SB Basah 400 x 8 x 15","1","0.048","417600","Balken","Kurang Laris"
"951","Samarinda Oven 400 x 6 x 12","2","0.0576","250560","Balok","Sangat Laris"
"952","Samarinda Oven 400 x 3 x 30","4","0.144","342000","Papan","Sangat Laris"
"953","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"954","Samarinda Oven 400 x 4 x 25","3","0.12","372000","Papan","Sangat Laris"
"955","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"956","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
