"Nomor","Keterangan","Jumlah","Volume","Harga","Jenis Barang","Label"
"1","Merbau Oven 500 x 3 x 35","4","0.21","1365000","Papan","Kurang Laris"
"2","Samarinda Oven 400 x 4 x 20","2","0.064","350400","Papan","Sangat Laris"
"3","Samarinda Oven 400 x 4 x 30","3","0.144","540000","Papan","Sangat Laris"
"4","Samarinda Oven 400 x 6 x 12","2","0.0576","300960","Balok","Sangat Laris"
"5","Samarinda Oven 400 x 6 x 17","1","0.0408","442680","Balok","Cukup Laris"
"6","SO Merah 400 x 6 x 15","2","0.072","331200","Balok","Kurang Laris"
"7","Samarinda Oven 400 x 3 x 25","1","0.03","324000","Papan","Sangat Laris"
"8","Samarinda Oven 400 x 3 x 30","1","0.036","396000","Papan","Sangat Laris"
"9","Samarinda Oven 400 x 4 x 20","2","0.064","342400","Papan","Sangat Laris"
"10","Samarinda Oven 500 x 4 x 25","1","0.05","540000","Papan","Sangat Laris"
"11","Merbau Basah 230 x 6 x 15","2","0.0414","457470","Balok","Cukup Laris"
"12","Merbau Oven 400 x 6 x 12","6","0.1728","650880","Balok","Cukup Laris"
"13","SO Merah 400 x 6 x 15","4","0.144","331200","Balok","Kurang Laris"
"14","Samarinda Oven 400 x 3 x 30","1","0.036","396000","Papan","Sangat Laris"
"15","Samarinda Oven 400 x 4 x 20","1","0.032","342400","Papan","Sangat Laris"
"16","Samarinda Oven 400 x 4 x 25","1","0.04","432000","Papan","Sangat Laris"
"17","Merbau Oven 400 x 5 x 15","1","0.03","693000","Balok","Kurang Laris"
"18","Merbau Oven 500 x 5 x 15","2","0.075","885000","Balok","Cukup Laris"
"19","Merbau Oven 400 x 4 x 15","2","0.048","566400","Papan","Kurang Laris"
"20","Samarinda Oven 400 x 4 x 25","6","0.24","432000","Papan","Sangat Laris"
"21","Merbau Oven 400 x 4 x 12","1","0.0192","453120","Papan","Kurang Laris"
"22","Merbau Oven 400 x 8 x 15","1","0.048","1108800","Balken","Kurang Laris"
"23","Merbau Basah 260 x 6 x 15","6","0.1404","517140","Balok","Cukup Laris"
"24","Merbau Basah 500 x 8 x 15","5","0.3","1392000","Balken","Kurang Laris"
"25","Merbau Basah 90 x 6 x 15","3","0.0243","167670","Balok","Cukup Laris"
"26","Samarinda Oven 500 x 6 x 17","1","0.051","581400","Balok","Cukup Laris"
"27","Samarinda Oven 400 x 5 x 20","1","0.04","440000","Balken","Kurang Laris"
"28","Samarinda Oven 400 x 5 x 30","4","0.24","672000","Balken","Kurang Laris"
"29","Samarinda Oven 400 x 3 x 20","1","0.024","256800","Papan","Kurang Laris"
"30","Merbau Oven 250 x 4 x 25","2","0.05","615000","Papan","Cukup Laris"
"31","Merbau Oven 300 x 4 x 25","3","0.09","738000","Papan","Kurang Laris"
"32","Merbau Oven 500 x 3 x 35","2","0.105","1365000","Papan","Kurang Laris"
"33","Merbau Basah 220 x 6 x 15","3","0.0594","437580","Balok","Kurang Laris"
"34","Merbau Basah 270 x 6 x 15","1","0.0243","537030","Balok","Kurang Laris"
"35","Merbau Oven 500 x 5 x 20","10","0.5","1260000","Balken","Kurang Laris"
"36","Merbau Oven 500 x 5 x 25","4","0.25","1575000","Balken","Kurang Laris"
"37","Samarinda Oven 400 x 3 x 20","1","0.024","262800","Papan","Kurang Laris"
"38","Samarinda Oven 400 x 4 x 25","10","0.4","442000","Papan","Sangat Laris"
"39","Meranti Oven  400 x 6 x 15","4","0.144","244800","Balok","Sangat Laris"
"40","Samarinda Oven 400 x 3 x 30","1","0.036","396000","Papan","Sangat Laris"
"41","Samarinda Oven 400 x 4 x 30","1","0.048","528000","Papan","Sangat Laris"
"42","Samarinda Oven 500 x 4 x 30","2","0.12","660000","Papan","Cukup Laris"
"43","Merbau Oven 400 x 5 x 25","5","0.25","1235000","Balken","Kurang Laris"
"44","Merbau Oven 500 x 5 x 20","5","0.25","1260000","Balken","Kurang Laris"
"45","Merbau Oven 250 x 4 x 25","1","0.025","615000","Papan","Cukup Laris"
"46","Merbau Basah 260 x 6 x 15","1","0.0234","517140","Balok","Cukup Laris"
"47","Merbau Oven 400 x 5 x 35","6","0.42","1855000","Balken","Kurang Laris"
"48","Merbau Oven 500 x 5 x 30","10","0.75","1920000","Balken","Kurang Laris"
"49","Merbau Oven 500 x 5 x 35","12","1.05","2362500","Balken","Kurang Laris"
"50","Merbau Oven 500 x 6 x 15","8","0.36","1039500","Balok","Cukup Laris"
"51","Merbau Oven 400 x 6 x 12","1","0.0288","650880","Balok","Cukup Laris"
"52","SO Merah 400 x 3 x 30","5","0.18","360000","Papan","Kurang Laris"
"53","Samarinda Oven 250 x 4 x 25","3","0.075","270000","Papan","Cukup Laris"
"54","Samarinda Oven 400 x 4 x 25","9","0.36","432000","Papan","Sangat Laris"
"55","Samarinda Oven 500 x 4 x 25","1","0.05","540000","Papan","Sangat Laris"
"56","Samarinda Oven 500 x 5 x 15","5","0.1875","416250","Balok","Sangat Laris"
"57","SO Merah 400 x 6 x 15","2","0.072","331200","Balok","Kurang Laris"
"58","Samarinda Oven 400 x 3 x 30","1","0.036","396000","Papan","Sangat Laris"
"59","Samarinda Oven 400 x 4 x 20","1","0.032","342400","Papan","Sangat Laris"
"60","Samarinda Oven 500 x 4 x 25","1","0.05","540000","Papan","Sangat Laris"
"61","Merbau Oven 300 x 4 x 30","2","0.072","903600","Papan","Kurang Laris"
"62","Merbau Oven 500 x 5 x 25","6","0.375","1575000","Balken","Kurang Laris"
"63","Merbau Oven 300 x 5 x 30","3","0.135","1129500","Balken","Kurang Laris"
"64","Merbau Oven 300 x 5 x 25","2","0.075","926250","Balken","Kurang Laris"
"65","Merbau Basah 500 x 5 x 20","1","0.05","1240000","Balken","Kurang Laris"
"66","SO Merah 400 x 3 x 20","1","0.024","232800","Papan","Sangat Laris"
"67","SO Merah 400 x 6 x 15","3","0.108","331200","Balok","Kurang Laris"
"68","Samarinda Oven 400 x 3 x 25","2","0.06","324000","Papan","Sangat Laris"
"69","Samarinda Oven 400 x 4 x 20","2","0.064","342400","Papan","Sangat Laris"
"70","Samarinda Oven 500 x 4 x 25","1","0.05","540000","Papan","Sangat Laris"
"71","Merbau Basah 100 x 6 x 15","4","0.036","186300","Balok","Cukup Laris"
"72","Merbau Basah 180 x 6 x 15","1","0.0162","335340","Balok","Cukup Laris"
"73","Merbau Basah 220 x 6 x 15","4","0.0792","437580","Balok","Kurang Laris"
"74","Merbau Basah 240 x 6 x 15","8","0.1728","477360","Balok","Kurang Laris"
"75","Merbau Basah 90 x 6 x 15","2","0.0162","167670","Balok","Cukup Laris"
"76","Merbau Oven 250 x 4 x 25","1","0.025","615000","Papan","Cukup Laris"
"77","Merbau Oven 500 x 3 x 25","2","0.075","941250","Papan","Kurang Laris"
"78","Samarinda Oven 500 x 4 x 25","2","0.1","540000","Papan","Sangat Laris"
"79","Samarinda Oven 500 x 4 x 30","1","0.06","660000","Papan","Cukup Laris"
"80","Samarinda Oven 400 x 4 x 20","5","0.16","350400","Papan","Sangat Laris"
"81","Merbau Oven 400 x 5 x 25","10","0.5","1235000","Balken","Kurang Laris"
"82","Merbau Oven 500 x 5 x 30","20","1.5","1920000","Balken","Kurang Laris"
"83","Samarinda Oven 400 x 4 x 25","4","0.16","442000","Papan","Sangat Laris"
"84","Samarinda Oven 400 x 6 x 15","4","0.144","376200","Balok","Sangat Laris"
"85","Merbau Basah 400 x 2 x 20","1","0.016","425600","Papan","Cukup Laris"
"86","Merbau Basah 450 x 2 x 20","6","0.108","478800","Papan","Kurang Laris"
"87","Samarinda Oven 400 x 3 x 30","12","0.432","396000","Papan","Sangat Laris"
"88","Samarinda Oven 500 x 5 x 15","2","0.075","416250","Balok","Sangat Laris"
"89","Merbau Oven 500 x 3 x 30","2","0.09","1152000","Papan","Kurang Laris"
"90","Merbau Basah 150 x 6 x 15","1","0.0135","279450","Balok","Cukup Laris"
"91","Merbau Basah 220 x 6 x 15","4","0.0792","437580","Balok","Kurang Laris"
"92","Merbau Oven 400 x 3 x 25","1","0.03","738000","Papan","Kurang Laris"
"93","Merbau Oven 250 x 4 x 30","4","0.12","753000","Papan","Kurang Laris"
"94","Merbau Oven 300 x 4 x 30","1","0.036","903600","Papan","Kurang Laris"
"95","Merbau Oven 400 x 4 x 15","1","0.024","566400","Papan","Kurang Laris"
"96","Merbau Oven 300 x 4 x 20","1","0.024","588000","Papan","Kurang Laris"
"97","Samarinda Oven 400 x 5 x 20","1","0.04","440000","Balken","Kurang Laris"
"98","Merbau Oven 400 x 5 x 20","1","0.04","988000","Balken","Kurang Laris"
"99","Merbau Oven 400 x 5 x 25","10","0.5","1235000","Balken","Kurang Laris"
"100","Merbau Oven 400 x 5 x 35","6","0.42","1855000","Balken","Kurang Laris"
"101","Samarinda Oven 250 x 6 x 15","1","0.0225","240750","Balok","Sangat Laris"
"102","Samarinda Oven 450 x 6 x 15","2","0.081","433350","Balok","Cukup Laris"
"103","SB Basah 400 x 4 x 6","2","0.0192","94080","Papan","Kurang Laris"
"104","Samarinda Oven 300 x 4 x 25","2","0.06","324000","Papan","Cukup Laris"
"105","Samarinda Oven 450 x 4 x 25","1","0.045","486000","Papan","Kurang Laris"
"106","Samarinda Oven 400 x 3 x 30","4","0.144","405000","Papan","Sangat Laris"
"107","Samarinda Oven 450 x 6 x 15","3","0.1215","445500","Balok","Cukup Laris"
"108","Merbau Oven 400 x 8 x 12","1","0.0384","867840","Balken","Kurang Laris"
"109","Merbau Oven 400 x 5 x 30","3","0.18","1464000","Balken","Kurang Laris"
"110","Merbau Oven 400 x 6 x 35","1","0.084","2167200","Balken","Kurang Laris"
"111","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"112","Samarinda Oven 500 x 6 x 15","2","0.09","414000","Balok","Cukup Laris"
"113","Merbau Basah 300 x 6 x 15","2","0.054","583200","Balok","Kurang Laris"
"114","Merbau Basah 500 x 8 x 15","2","0.12","1362000","Balken","Kurang Laris"
"115","Merbau Oven 400 x 5 x 15","2","0.06","678000","Balok","Kurang Laris"
"116","Merbau Oven 500 x 5 x 20","3","0.15","1225000","Balken","Kurang Laris"
"117","Merbau Basah 210 x 6 x 15","10","0.189","408240","Balok","Kurang Laris"
"118","Merbau Basah 250 x 6 x 15","20","0.45","499500","Balok","Cukup Laris"
"119","Samarinda Oven 400 x 5 x 15","3","0.09","280500","Balok","Sangat Laris"
"120","Samarinda Oven 400 x 6 x 17","2","0.0816","381480","Balok","Cukup Laris"
"121","Samarinda Oven 500 x 5 x 15","7","0.2625","371250","Balok","Sangat Laris"
"122","Samarinda Oven 250 x 6 x 15","5","0.1125","207000","Balok","Sangat Laris"
"123","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"124","Samarinda Oven 450 x 6 x 15","1","0.0405","372600","Balok","Cukup Laris"
"125","Samarinda Oven 500 x 6 x 15","2","0.09","414000","Balok","Cukup Laris"
"126","Samarinda Oven 400 x 4 x 25","5","0.2","372000","Papan","Sangat Laris"
"127","Samarinda Oven 250 x 6 x 15","16","0.36","207000","Balok","Sangat Laris"
"128","Samarinda Oven 300 x 6 x 15","3","0.081","234900","Balok","Sangat Laris"
"129","Merbau Oven 250 x 6 x 15","1","0.0225","508500","Balok","Sangat Laris"
"130","Merbau Oven 500 x 6 x 12","1","0.036","813600","Balok","Kurang Laris"
"131","Samarinda Oven 250 x 6 x 15","7","0.1575","207000","Balok","Sangat Laris"
"132","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"133","Merbau Oven 400 x 3 x 30","11","0.396","878400","Papan","Cukup Laris"
"134","Merbau Oven 400 x 4 x 25","15","0.6","956000","Papan","Cukup Laris"
"135","Merbau Oven 500 x 3 x 30","3","0.135","1120500","Papan","Kurang Laris"
"136","Merbau Oven 500 x 4 x 30","2","0.12","1494000","Papan","Kurang Laris"
"137","Merbau Oven 500 x 5 x 35","4","0.35","2301250","Balken","Kurang Laris"
"138","Merbau Oven 250 x 4 x 25","8","0.2","597500","Papan","Cukup Laris"
"139","Merbau Oven 400 x 4 x 25","1","0.04","956000","Papan","Cukup Laris"
"140","Merbau Oven 500 x 3 x 30","5","0.225","1120500","Papan","Kurang Laris"
"141","Merbau Oven 500 x 5 x 30","4","0.3","1867500","Balken","Kurang Laris"
"142","Samarinda Oven 400 x 3 x 20","1","0.024","220800","Papan","Kurang Laris"
"143","Samarinda Oven 500 x 5 x 15","1","0.0375","360000","Balok","Sangat Laris"
"144","Samarinda Oven 400 x 6 x 12","10","0.288","250560","Balok","Sangat Laris"
"145","Merbau Oven 250 x 4 x 25","1","0.025","597500","Papan","Cukup Laris"
"146","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"147","Samarinda Oven 400 x 5 x 15","4","0.12","273000","Balok","Sangat Laris"
"148","Samarinda Oven 400 x 6 x 15","8","0.288","313200","Balok","Sangat Laris"
"149","Samarinda Oven 400 x 3 x 30","1","0.036","342000","Papan","Sangat Laris"
"150","Samarinda Oven 400 x 6 x 17","10","0.408","371280","Balok","Cukup Laris"
"151","Samarinda Oven 500 x 6 x 17","2","0.102","489600","Balok","Cukup Laris"
"152","Merbau Basah 400 x 5 x 7","2","0.028","309400","Kaso","Kurang Laris"
"153","Bangkirai 400 x 8 x 15","2","0.096","864000","Balken","Kurang Laris"
"154","Samarinda Oven 400 x 8 x 12","1","0.0384","349440","Balken","Cukup Laris"
"155","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"156","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"157","Samarinda Oven 400 x 6 x 12","1","0.0288","250560","Balok","Sangat Laris"
"158","Samarinda Oven 400 x 4 x 25","13","0.52","372000","Papan","Sangat Laris"
"159","Samarinda Oven 250 x 6 x 15","12","0.27","207000","Balok","Sangat Laris"
"160","Samarinda Oven 300 x 6 x 15","2","0.054","234900","Balok","Sangat Laris"
"161","Samarinda Oven 400 x 3 x 25","4","0.12","279000","Papan","Sangat Laris"
"162","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"163","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"164","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"165","Merbau Oven 450 x 3 x 25","1","0.0338","824720","Papan","Kurang Laris"
"166","Merbau Oven 500 x 3 x 20","1","0.03","729000","Papan","Kurang Laris"
"167","Samarinda Oven 500 x 5 x 15","1","0.0375","360000","Balok","Sangat Laris"
"168","Samarinda Oven 500 x 5 x 30","1","0.075","727500","Balken","Kurang Laris"
"169","Merbau Basah 400 x 12 x 40","1","0.192","4896000","Balken","Kurang Laris"
"170","Samarinda Oven 400 x 6 x 15","9","0.324","313200","Balok","Sangat Laris"
"171","Merbau Oven 400 x 8 x 15","4","0.192","1084800","Balken","Kurang Laris"
"172","Merbau Oven 500 x 8 x 15","1","0.06","1386000","Balken","Kurang Laris"
"173","Merbau Basah 240 x 6 x 15","6","0.1296","466560","Balok","Kurang Laris"
"174","Merbau Basah 90 x 6 x 15","1","0.0081","163620","Balok","Cukup Laris"
"175","Merbau Oven 400 x 5 x 20","4","0.16","960000","Balken","Kurang Laris"
"176","Merbau Oven 400 x 6 x 35","1","0.084","2167200","Balken","Kurang Laris"
"177","Samarinda Oven 300 x 6 x 15","3","0.081","234900","Balok","Sangat Laris"
"178","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"179","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"180","Samarinda Oven 500 x 4 x 25","4","0.2","465000","Papan","Sangat Laris"
"181","Samarinda Oven 400 x 3 x 20","5","0.12","220800","Papan","Kurang Laris"
"182","Samarinda Oven 400 x 3 x 25","5","0.15","279000","Papan","Sangat Laris"
"183","Samarinda Oven 400 x 4 x 25","8","0.32","372000","Papan","Sangat Laris"
"184","Samarinda Oven 400 x 3 x 20","1","0.024","220800","Papan","Kurang Laris"
"185","Samarinda Oven 400 x 3 x 25","1","0.03","279000","Papan","Sangat Laris"
"186","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"187","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"188","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"189","Merbau Oven 400 x 6 x 15","8","0.288","795600","Balok","Cukup Laris"
"190","Merbau Basah 240 x 6 x 15","10","0.216","466560","Balok","Kurang Laris"
"191","Merbau Basah 400 x 5 x 10","10","0.2","444000","Balok","Kurang Laris"
"192","Merbau Basah 90 x 6 x 15","3","0.0243","163620","Balok","Cukup Laris"
"193","Merbau Oven 400 x 3 x 25","1","0.03","717000","Papan","Kurang Laris"
"194","Samarinda Oven 300 x 6 x 15","4","0.108","234900","Balok","Sangat Laris"
"195","Samarinda Oven 400 x 5 x 25","3","0.15","475000","Balken","Cukup Laris"
"196","Samarinda Oven 400 x 6 x 15","4","0.144","313200","Balok","Sangat Laris"
"197","Samarinda Oven 500 x 4 x 30","1","0.06","570000","Papan","Cukup Laris"
"198","Samarinda Oven 500 x 6 x 12","2","0.072","331200","Balok","Kurang Laris"
"199","Merbau Oven 400 x 6 x 35","2","0.168","2167200","Balken","Kurang Laris"
"200","Samarinda Oven 400 x 3 x 20","2","0.048","220800","Papan","Kurang Laris"
"201","Samarinda Oven 400 x 3 x 30","2","0.072","342000","Papan","Sangat Laris"
"202","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"203","Samarinda Oven 500 x 6 x 17","3","0.153","504900","Balok","Cukup Laris"
"204","Merbau Oven 250 x 6 x 15","4","0.09","508500","Balok","Sangat Laris"
"205","Merbau Oven 400 x 4 x 25","1","0.04","956000","Papan","Cukup Laris"
"206","Merbau Oven 500 x 3 x 30","1","0.045","1120500","Papan","Kurang Laris"
"207","Merbau Basah 100 x 6 x 15","2","0.018","181800","Balok","Cukup Laris"
"208","Merbau Oven 400 x 4 x 25","16","0.64","956000","Papan","Cukup Laris"
"209","Samarinda Oven 400 x 3 x 25","15","0.45","279000","Papan","Sangat Laris"
"210","Samarinda Oven 400 x 4 x 25","20","0.8","372000","Papan","Sangat Laris"
"211","Merbau Basah 400 x 5 x 10","6","0.12","444000","Balok","Kurang Laris"
"212","Samarinda Oven 400 x 3 x 25","7","0.21","279000","Papan","Sangat Laris"
"213","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"214","Merbau Oven 350 x 6 x 15","3","0.0945","696150","Balok","Kurang Laris"
"215","Merbau Oven 400 x 6 x 15","4","0.144","795600","Balok","Cukup Laris"
"216","Merbau Basah 200 x 6 x 15","1","0.018","388800","Balok","Cukup Laris"
"217","Merbau Basah 300 x 6 x 15","6","0.162","583200","Balok","Kurang Laris"
"218","Samarinda Oven 400 x 3 x 20","5","0.12","220800","Papan","Kurang Laris"
"219","Samarinda Oven 400 x 3 x 25","9","0.27","279000","Papan","Sangat Laris"
"220","Samarinda Oven 400 x 4 x 20","5","0.16","294400","Papan","Sangat Laris"
"221","Samarinda Oven 500 x 4 x 20","1","0.04","368000","Papan","Sangat Laris"
"222","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"223","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"224","Merbau Basah 90 x 6 x 15","2","0.0162","163620","Balok","Cukup Laris"
"225","Samarinda Oven 250 x 6 x 15","11","0.2475","207000","Balok","Sangat Laris"
"226","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"227","Samarinda Oven 400 x 6 x 15","2","0.072","313200","Balok","Sangat Laris"
"228","Samarinda Oven 400 x 3 x 25","3","0.09","279000","Papan","Sangat Laris"
"229","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"230","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"231","Samarinda Oven 400 x 4 x 25","6","0.24","372000","Papan","Sangat Laris"
"232","Samarinda Oven 400 x 4 x 30","6","0.288","456000","Papan","Sangat Laris"
"233","Samarinda Oven 400 x 6 x 15","10","0.36","313200","Balok","Sangat Laris"
"234","Merbau Basah 400 x 5 x 10","4","0.08","444000","Balok","Kurang Laris"
"235","Samarinda Oven 400 x 4 x 20","3","0.096","294400","Papan","Sangat Laris"
"236","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"237","Merbau Basah 100 x 6 x 15","1","0.009","181800","Balok","Cukup Laris"
"238","Merbau Basah 210 x 6 x 15","2","0.0378","408240","Balok","Kurang Laris"
"239","Samarinda Oven 400 x 4 x 30","15","0.72","456000","Papan","Sangat Laris"
"240","Samarinda Oven 450 x 6 x 15","14","0.567","372600","Balok","Cukup Laris"
"241","Samarinda Oven 500 x 5 x 15","2","0.075","360000","Balok","Sangat Laris"
"242","Merbau Oven 400 x 4 x 30","5","0.24","1183200","Papan","Kurang Laris"
"243","Merbau Oven 400 x 6 x 15","6","0.216","804600","Balok","Cukup Laris"
"244","Merbau Basah 500 x 4 x 30","3","0.18","1488000","Papan","Kurang Laris"
"245","Samarinda Oven 400 x 4 x 20","4","0.128","294400","Papan","Sangat Laris"
"246","Merbau Oven 300 x 6 x 15","13","0.351","594000","Balok","Cukup Laris"
"247","Samarinda Oven 400 x 4 x 20","10","0.32","294400","Papan","Sangat Laris"
"248","Samarinda Oven 400 x 6 x 15","12","0.432","313200","Balok","Sangat Laris"
"249","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"250","Samarinda Oven 400 x 6 x 12","10","0.288","250560","Balok","Sangat Laris"
"251","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"252","Samarinda Oven 400 x 5 x 25","3","0.15","475000","Balken","Cukup Laris"
"253","Merbau Oven 250 x 6 x 15","11","0.2475","508500","Balok","Sangat Laris"
"254","Merbau Basah 210 x 6 x 15","2","0.0378","408240","Balok","Kurang Laris"
"255","Merbau Basah 230 x 6 x 15","6","0.1242","447120","Balok","Cukup Laris"
"256","Samarinda Oven 400 x 4 x 25","25","1","372000","Papan","Sangat Laris"
"257","Samarinda Oven 400 x 4 x 30","3","0.144","456000","Papan","Sangat Laris"
"258","Samarinda Oven 450 x 6 x 15","6","0.243","372600","Balok","Cukup Laris"
"259","Samarinda Oven 300 x 6 x 15","1","0.027","234900","Balok","Sangat Laris"
"260","Samarinda Oven 400 x 4 x 30","1","0.048","456000","Papan","Sangat Laris"
"261","Samarinda Oven 500 x 4 x 25","1","0.05","465000","Papan","Sangat Laris"
"262","Samarinda Oven 400 x 3 x 30","3","0.108","342000","Papan","Sangat Laris"
"263","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"264","Samarinda Oven 400 x 4 x 25","2","0.08","372000","Papan","Sangat Laris"
"265","Samarinda Oven 400 x 6 x 12","5","0.144","250560","Balok","Sangat Laris"
"266","Merbau Oven 500 x 3 x 30","2","0.09","1120500","Papan","Kurang Laris"
"267","Samarinda Oven 400 x 6 x 15","1","0.036","313200","Balok","Sangat Laris"
"268","Samarinda Oven 400 x 4 x 25","15","0.6","372000","Papan","Sangat Laris"
"269","Samarinda Oven 400 x 4 x 30","2","0.096","456000","Papan","Sangat Laris"
"270","Merbau Oven 400 x 4 x 20","3","0.096","769600","Papan","Kurang Laris"
"271","Merbau Oven 400 x 4 x 25","1","0.04","966000","Papan","Cukup Laris"
"272","Merbau Oven 400 x 6 x 15","4","0.144","804600","Balok","Cukup Laris"
"273","Samarinda Oven 300 x 6 x 15","3","0.081","234900","Balok","Sangat Laris"
"274","Samarinda Oven 400 x 4 x 25","1","0.04","372000","Papan","Sangat Laris"
"275","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
"276","Samarinda Oven 500 x 8 x 15","4","0.24","576000","Balken","Kurang Laris"
"277","Samarinda Oven 300 x 6 x 15","2","0.054","234900","Balok","Sangat Laris"
"278","Merbau Basah 160 x 6 x 15","2","0.0288","290880","Balok","Kurang Laris"
"279","Merbau Basah 180 x 6 x 15","1","0.0162","327240","Balok","Cukup Laris"
"280","Merbau Basah 200 x 6 x 15","4","0.072","388800","Balok","Cukup Laris"
"281","Merbau Basah 250 x 6 x 15","2","0.045","499500","Balok","Cukup Laris"
"282","Merbau Oven 300 x 6 x 15","10","0.27","594000","Balok","Cukup Laris"
"283","Merbau Oven 400 x 6 x 35","1","0.084","2167200","Balken","Kurang Laris"
"284","Merbau Oven 500 x 6 x 17","12","0.612","1178100","Balok","Kurang Laris"
"285","Samarinda Oven 400 x 3 x 30","28","1.008","342000","Papan","Sangat Laris"
"286","Merbau Oven 250 x 4 x 25","2","0.05","597500","Papan","Cukup Laris"
"287","Merbau Oven 300 x 4 x 25","1","0.03","717000","Papan","Kurang Laris"
"288","Merbau Oven 500 x 4 x 20","12","0.48","972000","Papan","Kurang Laris"
"289","Merbau Oven 500 x 5 x 15","3","0.1125","866250","Balok","Cukup Laris"
"290","Merbau Oven 500 x 5 x 20","3","0.15","1225000","Balken","Kurang Laris"
"291","Merbau Basah 100 x 6 x 15","3","0.027","181800","Balok","Cukup Laris"
"292","Merbau Basah 150 x 6 x 15","1","0.0135","272700","Balok","Cukup Laris"
"293","Merbau Basah 280 x 6 x 15","9","0.2268","544320","Balok","Kurang Laris"
"294","Samarinda Oven 400 x 5 x 30","8","0.48","582000","Balken","Kurang Laris"
"295","Samarinda Oven 500 x 4 x 25","4","0.2","465000","Papan","Sangat Laris"
"296","Samarinda Oven 500 x 4 x 30","4","0.24","570000","Papan","Cukup Laris"
"297","Merbau Oven 400 x 3 x 20","1","0.024","571200","Papan","Kurang Laris"
"298","Merbau Oven 400 x 3 x 25","1","0.03","717000","Papan","Kurang Laris"
"299","Merbau Oven 400 x 4 x 20","3","0.096","761600","Papan","Kurang Laris"
"300","Merbau Oven 500 x 4 x 25","1","0.05","1220000","Papan","Kurang Laris"
"301","Merbau Basah 140 x 6 x 15","6","0.0756","254520","Balok","Kurang Laris"
"302","Merbau Basah 150 x 6 x 15","6","0.081","272700","Balok","Cukup Laris"
"303","Merbau Basah 170 x 6 x 15","4","0.0612","309060","Balok","Kurang Laris"
"304","Merbau Basah 210 x 6 x 15","2","0.0378","408240","Balok","Kurang Laris"
"305","Samarinda Oven 400 x 4 x 20","5","0.16","294400","Papan","Sangat Laris"
"306","Samarinda Oven 400 x 4 x 25","4","0.16","372000","Papan","Sangat Laris"
"307","Samarinda Oven 400 x 4 x 20","2","0.064","294400","Papan","Sangat Laris"
"308","Samarinda Oven 400 x 6 x 15","3","0.108","313200","Balok","Sangat Laris"
"309","Merbau Basah 100 x 6 x 15","2","0.018","181800","Balok","Cukup Laris"
"310","Merbau Basah 250 x 6 x 15","10","0.225","499500","Balok","Cukup Laris"
"311","Merbau Oven 250 x 4 x 25","7","0.175","597500","Papan","Cukup Laris"
"312","Merbau Oven 400 x 3 x 30","1","0.036","878400","Papan","Cukup Laris"
"313","Merbau Oven 500 x 4 x 25","1","0.05","1220000","Papan","Kurang Laris"
"314","Samarinda Oven 400 x 4 x 25","9","0.36","372000","Papan","Sangat Laris"
"315","Merbau Basah 400 x 5 x 12","3","0.072","532800","Balok","Kurang Laris"
"316","Merbau Basah 500 x 5 x 20","1","0.05","1205000","Balken","Kurang Laris"
"317","Samarinda Oven 400 x 3 x 25","3","0.09","279000","Papan","Sangat Laris"
"318","Samarinda Oven 400 x 4 x 20","1","0.032","294400","Papan","Sangat Laris"
"319","Samarinda Oven 500 x 4 x 25","3","0.15","465000","Papan","Sangat Laris"
